functionname,protocol,device,subdevice,function
8,NEC,80,-1,4
9,NEC,80,-1,5
AV,NEC,80,-1,9
MUTE,NEC,80,-1,11
0,NEC,80,-1,12
1,NEC,80,-1,13
2,NEC,80,-1,14
3,NEC,80,-1,15
VOLUME+,NEC,80,-1,18
CH,NEC,80,-1,19
VOLUME-,NEC,80,-1,21
POWER,NEC,80,-1,23
CHANNEL-,NEC,80,-1,24
CHANNEL+,NEC,80,-1,25
HELP,NEC,80,-1,26
4,NEC,80,-1,28
5,NEC,80,-1,29
6,NEC,80,-1,30
7,NEC,80,-1,31
MENU,NEC,80,-1,64
OK,NEC,80,-1,67
PSCAN100HZ,NEC,80,-1,77
X,NEC,80,-1,84
9,NEC,80,-1,95
PLAY,NEC,80,-1,107
STOP,NEC,80,-1,108
REV,NEC,80,-1,109
FORWARD,NEC,80,-1,111
