functionname,protocol,device,subdevice,function
<,NEC1,48,-1,0
>,NEC1,48,-1,2
PIP SOURCE,NEC1,48,-1,6
PIP SIZE,NEC1,48,-1,7
SOURCE,NEC1,48,-1,8
PIP POSITION,NEC1,48,-1,9
EXIT,NEC1,48,-1,10
FREEZE,NEC1,48,-1,14
RATIO,NEC1,48,-1,15
POWER,NEC2,48,-1,24
MENU,NEC1,48,-1,32
AUTO TRACKING,NEC1,48,-1,40
BLANK,NEC1,48,-1,42
ZOOM +,NEC1,48,-1,44
ZOOM-,NEC1,48,-1,45
