functionname,protocol,device,subdevice,function
F. ADV/SKIP,NECx2,5,5,0
SKIP,NECx2,5,5,0
TV/VCR,NECx2,5,5,1
TV / VCR,NECx2,5,5,1
POWER,NECx2,5,5,2
1,NECx2,5,5,4
2,NECx2,5,5,5
3,NECx2,5,5,6
4,NECx2,5,5,8
5,NECx2,5,5,9
6,NECx2,5,5,10
7,NECx2,5,5,12
8,NECx2,5,5,13
<< 8,NECx2,5,5,13
9,NECx2,5,5,14
CHANNEL -,NECx2,5,5,16
CH -,NECx2,5,5,16
0,NECx2,5,5,17
CHANNEL +,NECx2,5,5,18
CH +,NECx2,5,5,18
SLOW +,NECx2,5,5,19
SLOW MOTION +,NECx2,5,5,19
RECORD,NECx2,5,5,20
RECORD / OTR,NECx2,5,5,20
STOP,NECx2,5,5,21
PAUSE,NECx2,5,5,22
SLOW -,NECx2,5,5,23
SLOW MOTION -,NECx2,5,5,23
REWIND,NECx2,5,5,24
REWIND <<,NECx2,5,5,24
PLAY,NECx2,5,5,25
FAST FORWARD,NECx2,5,5,26
FAST FORWARD >>,NECx2,5,5,26
CLEAR/RESET,NECx2,5,5,29
CLEAR,NECx2,5,5,29
DISPLAY,NECx2,5,5,30
MENU,NECx2,5,5,31
PROG,NECx2,5,5,31
EJECT,NECx2,5,5,32
AUTO,NECx2,5,5,33
AUDIO,NECx2,5,5,34
INPUT,NECx2,5,5,36
LINE IN,NECx2,5,5,36
100,NECx2,5,5,38
INDEX,NECx2,5,5,43
TRACKING +,NECx2,5,5,44
TRACKING -,NECx2,5,5,45
AUDIO DUB,NECx2,5,5,46
EJECT,NECx2,5,5,50
CLOCK/COUNTER,NECx2,5,5,51
RECORD SPEED,NECx2,5,5,58
SP/SLP,NECx2,5,5,58
TAPE SPEED,NECx2,5,5,58
AUTO,NECx2,5,5,60
AUTO TRACKING,NECx2,5,5,60
TIMER,NECx2,5,5,61
ART,NECx2,5,5,62
SHIFT <,NECx2,5,5,66
SHIFT >,NECx2,5,5,67
PROGRAM,NECx2,5,5,69
Q. PRO,NECx2,5,5,69
CURSOR DOWN,NECx2,5,5,80
CURSOR UP,NECx2,5,5,82
STROBE,NECx2,5,5,89
INDEX,NECx2,5,5,89
OK,NECx2,5,5,92
100,NECx2,5,5,103
INPUT SYSTEM,NECx2,5,5,110
OUTPUT SYSTEM,NECx2,5,5,111
MONITOR,NECx2,5,5,113
CURSOR LEFT,NECx2,5,5,115
PICTURE,NECx2,5,5,117
+,NECx2,5,5,118
CURSOR RIGHT,NECx2,5,5,119
-,NECx2,5,5,120
DIAL -,NECx2,5,5,122
DIAL +,NECx2,5,5,122
,NECx2,5,5,122
FORWARD 2,NECx2,5,5,122
REVERSE 1,NECx2,5,5,122
REVERSE 2,NECx2,5,5,122
<,NECx2,5,5,122
>,NECx2,5,5,122
<< 2,NECx2,5,5,122
>> 2,NECx2,5,5,122
>> 8,NECx2,5,5,122
<< 30,NECx2,5,5,122
>> 30,NECx2,5,5,122
<< 1/2,NECx2,5,5,122
>> 1/2,NECx2,5,5,122
<< 1/4,NECx2,5,5,122
>> 1/4,NECx2,5,5,122
