functionname,protocol,device,subdevice,function
POWER,NEC,73,-1,0
EJECTCD,NEC,73,-1,2
AUDIO,NEC,73,-1,3
MEMORY,NEC,73,-1,4
QPLAY,NEC,73,-1,5
MUTE,NEC,73,-1,6
1,NEC,73,-1,7
6,NEC,73,-1,8
7,NEC,73,-1,9
8,NEC,73,-1,10
9,NEC,73,-1,11
SWITCH,NEC,73,-1,13
LEFT,NEC,73,-1,14
ENTER,NEC,73,-1,15
SF,NEC,73,-1,16
EQ,NEC,73,-1,17
AGAIN,NEC,73,-1,18
AGAIN,NEC,73,-1,19
ANGLE,NEC,73,-1,21
PREVIOUS,NEC,73,-1,22
NEXT,NEC,73,-1,23
PS,NEC,73,-1,24
IS,NEC,73,-1,25
UP,NEC,73,-1,26
WORD_NEXT,NEC,73,-1,27
SUBTITLE,NEC,73,-1,64
MENU,NEC,73,-1,65
ZOOM,NEC,73,-1,66
GOTO,NEC,73,-1,67
2,NEC,73,-1,68
3,NEC,73,-1,69
4,NEC,73,-1,70
5,NEC,73,-1,71
0,NEC,73,-1,72
CLEAR,NEC,73,-1,73
PROGRAM,NEC,73,-1,74
TITLE,NEC,73,-1,75
RIGHT,NEC,73,-1,76
SETUP,NEC,73,-1,77
DOWN,NEC,73,-1,78
MENU,NEC,73,-1,79
PLAY,NEC,73,-1,80
PAUSE,NEC,73,-1,81
STOP,NEC,73,-1,82
WORD_PREV,NEC,73,-1,83
PN,NEC,73,-1,84
VOLUME-,NEC,73,-1,85
VOLUME+,NEC,73,-1,86
APPLOUSE,NEC,73,-1,87
VOCAL,NEC,73,-1,88
